id,Node,Utilised,'Packet,Full_Bandwidth,Average_Delay_Time_Per_Sec,Percentage_Of_Lost_Pcaket_Rate,Percentage_Of_Lost_Byte_Rate,Packet,of,Lost_Bandwidth,Packet.1,Packet_Transmitted,Packet_Received,Packet_lost,Transmitted_Byte,Received_Byte,10-Run-AVG-Drop-Rate,10-Run-AVG-Bandwith-Use,10-Run-Delay,NodeStatus,Flood,Class
11,3,46.6238561,0.12021664999999998,500,0.00064755,12.01923095,12.0216919,0.87978335,41592.9736875,32352.412437500003,1440,45188,36057.0,6838.1,65070720,52356296.0,0.08749725,0.85670405,0.00242955,B,0.02833695,No Block
12,9,46.6238561,0.46112315,100,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.37497974999999995,0.44659265,0.00242955,P NB,0.14168475,NB-No Block
13,3,46.6238561,0.18839794999999998,400,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,36140,28589.0,6838.1,52041600,52356296.0,0.14499374999999998,0.7883521499999999,0.00242955,B,0.02833695,NB-No Block
14,9,46.6238561,0.46112315,100,0.00499545,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.31748325,0.5149445500000001,0.0028794500000000004,P NB,0.14168475,NB-Wait
15,3,46.6238561,0.12021664999999998,600,0.00064755,12.01923095,12.0216919,0.87978335,41592.9736875,32352.412437500003,1440,54184,43525.0,6838.1,78024960,52356296.0,0.08749725,0.85670405,0.0019796500000000003,B,0.02833695,No Block
16,9,46.6238561,0.46112315,100,0.00402925,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.37497974999999995,0.44659265,0.00242955,P NB,0.08501085,NB-No Block
17,3,46.6238561,0.32476055,200,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.25998674999999993,0.6516483499999999,0.0019796500000000003,B,0.02833695,NB-No Block
18,9,46.6238561,0.46112315,100,0.00499545,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.31748325,0.44659265,0.0019796500000000003,P NB,0.08501085,NB-Wait
19,3,46.6238561,0.25657925,300,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.20249024999999998,0.7883521499999999,0.00242955,B,0.02833695,NB-No Block
20,9,46.6238561,0.52930445,100,0.00113065,46.10986045,52.9304467,0.47069554999999996,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.08501085,NB-Wait
21,3,46.6238561,0.18839794999999998,1000,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,90324,73397.0,18538.5,130066560,150010008.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,No Block
22,9,46.6238561,0.73384835,200,0.00499545,73.38236405,73.3848241,0.26615164999999996,41592.9736875,161592.9571875,1440,18096,6185.0,12688.3,26058240,52356296.0,0.60496575,0.24153694999999997,0.00107985,NB,0.48172815,Block
23,3,46.6238561,0.18839794999999998,900,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,81276,65929.0,12688.3,117037440,52356296.0,0.14499374999999998,0.7883521499999999,0.00062995,B,0.02833695,No Block
24,9,46.6238561,0.52930445,200,0.00064755,52.927986350000005,52.9304467,0.47069554999999996,41592.9736875,32352.412437500003,1440,18096,6185.0,6838.1,26058240,52356296.0,0.4324762499999999,0.37824074999999996,0.00062995,NB,0.31170644999999997,NB-No Block
25,3,46.6238561,0.18839794999999998,800,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,72228,58461.0,12688.3,104008320,52356296.0,0.14499374999999998,0.85670405,0.00062995,B,0.02833695,NB-No Block
26,9,46.6238561,0.46112315,200,0.00064755,46.10986045,46.1123209,0.53887685,124723.81856249999,96972.6848125,1440,18096,6185.0,6838.1,26058240,52356296.0,0.4324762499999999,0.44659265,0.00062995,NB,0.31170644999999997,NB-Wait
27,3,46.6238561,0.18839794999999998,700,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,63284,50993.0,12688.3,91128960,52356296.0,0.14499374999999998,0.85670405,0.00062995,B,0.02833695,No Block
28,3,46.6238561,0.25657925,1000,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,90324,65929.0,24388.699999999997,130066560,52356296.0,0.20249024999999998,0.72000025,0.00062995,B,0.02833695,NB-Wait
29,3,46.6238561,0.25657925,600,0.00064755,25.65548275,25.6579435,0.74342075,457247.1980625,161592.9571875,1440,54184,43525.0,12688.3,78024960,52356296.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
30,9,46.6238561,0.46112315,200,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,18096,6185.0,6838.1,26058240,52356296.0,0.31748325,0.44659265,0.00107985,P NB,0.08501085,NB-Wait
31,3,46.6238561,0.18839794999999998,500,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,45188,36057.0,6838.1,65070720,52356296.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,No Block
32,9,46.6238561,0.32476055,200,0.00209685,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
33,3,46.6238561,0.32476055,400,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,36140,21121.0,12688.3,52041600,52356296.0,0.25998674999999993,0.58329645,0.00062995,B,0.02833695,NB-Wait
34,9,46.6238561,0.46112315,200,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,18096,6185.0,6838.1,26058240,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.08501085,NB-Wait
35,3,46.6238561,0.18839794999999998,300,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
36,9,46.6238561,0.25657925,200,0.00064755,25.65548275,25.6579435,0.74342075,124723.81856249999,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-Wait
37,3,46.6238561,0.46112315,200,0.00209685,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,18096,6185.0,12688.3,26058240,52356296.0,0.37497974999999995,0.44659265,0.00107985,NB,0.25503255,NB-Wait
38,9,46.6238561,0.46112315,200,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,18096,6185.0,6838.1,26058240,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.08501085,NB-No Block
39,3,46.6238561,0.59748575,100,0.00064755,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.4324762499999999,0.37824074999999996,0.00107985,NB,0.19835865,NB-Wait
40,9,46.6238561,0.25657925,200,0.00064755,25.65548275,25.6579435,0.74342075,124723.81856249999,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.14499374999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
41,3,46.6238561,0.18839794999999998,1000,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,90324,73397.0,18538.5,130066560,150010008.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,NB-No Block
42,9,46.6238561,0.73384835,300,0.0035461500000000005,73.38236405,73.3848241,0.26615164999999996,41592.9736875,32352.412437500003,1440,27092,6185.0,18538.5,39012480,52356296.0,0.48997274999999996,0.24153694999999997,0.00107985,NB,0.31170644999999997,NB-Wait
43,3,46.6238561,0.25657925,900,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,81276,65929.0,18538.5,117037440,52356296.0,0.20249024999999998,0.7883521499999999,0.00107985,B,0.02833695,NB-No Block
44,9,46.6238561,0.46112315,300,0.00113065,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,27092,13653.0,12688.3,39012480,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.14168475,NB-Wait
45,3,46.6238561,0.18839794999999998,800,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,72228,58461.0,12688.3,104008320,52356296.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,NB-No Block
46,9,46.6238561,0.52930445,300,0.00113065,52.927986350000005,52.9304467,0.47069554999999996,124723.81856249999,161592.9571875,1440,27092,13653.0,12688.3,39012480,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.14168475,NB-Wait
47,3,46.6238561,0.18839794999999998,700,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,63284,50993.0,12688.3,91128960,52356296.0,0.20249024999999998,0.7883521499999999,0.00107985,B,0.02833695,NB-No Block
48,9,46.6238561,0.46112315,300,0.0016137500000000002,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,27092,13653.0,12688.3,39012480,52356296.0,0.31748325,0.44659265,0.00107985,P NB,0.08501085,NB-Wait
49,3,46.6238561,0.32476055,600,0.00064755,32.47360865,32.4760693,0.67523945,374116.35318750003,161592.9571875,1440,54184,36057.0,18538.5,78024960,52356296.0,0.25998674999999993,0.6516483499999999,0.00107985,P NB,0.08501085,NB-No Block
50,9,46.6238561,0.46112315,300,0.00209685,46.10986045,46.1123209,0.53887685,124723.81856249999,161592.9571875,1440,27092,13653.0,12688.3,39012480,52356296.0,0.37497974999999995,0.5149445500000001,0.00107985,P NB,0.08501085,NB-Wait
51,3,46.6238561,0.25657925,500,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,45188,36057.0,12688.3,65070720,52356296.0,0.20249024999999998,0.72000025,0.00062995,B,0.02833695,NB-No Block
52,9,46.6238561,0.32476055,300,0.0016137500000000002,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.20249024999999998,0.6516483499999999,0.00107985,B,0.02833695,NB-No Block
53,3,46.6238561,0.25657925,400,0.00113065,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,36140,28589.0,6838.1,52041600,52356296.0,0.14499374999999998,0.72000025,0.00062995,B,0.02833695,NB-Wait
54,9,46.6238561,0.25657925,300,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.20249024999999998,0.72000025,0.00062995,B,0.02833695,NB-No Block
55,3,46.6238561,0.66566705,300,0.00064755,66.56423815,66.5666983,0.33433294999999996,41592.9736875,32352.412437500003,1440,27092,6185.0,18538.5,39012480,52356296.0,0.48997274999999996,0.30988885,0.00107985,NB,0.25503255,NB-Wait
56,9,46.6238561,0.46112315,300,0.00064755,46.10986045,46.1123209,0.53887685,207854.66343749996,96972.6848125,1440,27092,13653.0,12688.3,39012480,52356296.0,0.37497974999999995,0.5149445500000001,0.00107985,P NB,0.08501085,NB-No Block
57,3,46.6238561,0.32476055,200,0.00113065,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.20249024999999998,0.58329645,0.00107985,B,0.02833695,NB-No Block
58,9,46.6238561,0.18839794999999998,300,0.00064755,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,No Block
59,3,46.6238561,0.59748575,100,0.00064755,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.4324762499999999,0.37824074999999996,0.00107985,NB,0.36838035,Block
60,9,46.6238561,0.18839794999999998,300,0.0016137500000000002,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,27092,21121.0,6838.1,39012480,52356296.0,0.14499374999999998,0.7883521499999999,0.00107985,B,0.02833695,NB-No Block
61,3,788.8353457000001,0.25657925,1000,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,90324,65929.0,24388.699999999997,130066560,931239704.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
62,3,46.6238561,0.32476055,800,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,72228,50993.0,24388.699999999997,104008320,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-Wait
63,9,46.6238561,0.59748575,400,0.0016137500000000002,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,36140,13653.0,18538.5,52041600,52356296.0,0.48997274999999996,0.37824074999999996,0.00107985,NB,0.42505424999999997,Block
64,3,46.6238561,0.25657925,900,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,81276,58461.0,24388.699999999997,117037440,52356296.0,0.20249024999999998,0.72000025,0.00062995,B,0.02833695,NB-No Block
65,9,46.6238561,0.46112315,400,0.0016137500000000002,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,36140,21121.0,18538.5,52041600,52356296.0,0.31748325,0.5149445500000001,0.00107985,P NB,0.14168475,NB-Wait
66,3,46.6238561,0.32476055,800,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,72228,50993.0,24388.699999999997,104008320,52356296.0,0.20249024999999998,0.6516483499999999,0.00062995,B,0.02833695,NB-Wait
67,3,46.6238561,0.25657925,700,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,63284,43525.0,18538.5,91128960,52356296.0,0.20249024999999998,0.72000025,0.00107985,B,0.02833695,NB-No Block
68,9,46.6238561,0.46112315,400,0.0016137500000000002,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,36140,21121.0,18538.5,52041600,52356296.0,0.37497974999999995,0.44659265,0.00107985,P NB,0.14168475,NB-Wait
69,9,46.6238561,0.39294185,400,0.00113065,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,36140,21121.0,12688.3,52041600,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-No Block
70,3,46.6238561,0.32476055,600,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,54184,36057.0,18538.5,78024960,52356296.0,0.25998674999999993,0.58329645,0.00062995,B,0.02833695,NB-Wait
71,9,46.6238561,0.32476055,400,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,36140,21121.0,12688.3,52041600,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-No Block
72,3,46.6238561,0.25657925,500,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,45188,28589.0,12688.3,65070720,52356296.0,0.25998674999999993,0.72000025,0.00062995,B,0.02833695,NB-No Block
73,9,46.6238561,0.46112315,200,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,18096,6185.0,6838.1,26058240,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.08501085,NB-Wait
74,3,46.6238561,0.59748575,400,0.00064755,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,36140,13653.0,24388.699999999997,52041600,52356296.0,0.4324762499999999,0.30988885,0.00062995,NB,0.31170644999999997,NB-Wait
75,9,46.6238561,0.18839794999999998,400,0.00113065,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,36140,28589.0,6838.1,52041600,52356296.0,0.14499374999999998,0.7883521499999999,0.00062995,B,0.02833695,NB-No Block
76,3,46.6238561,0.32476055,300,0.00064755,32.47360865,32.4760693,0.67523945,207854.66343749996,96972.6848125,1440,27092,21121.0,6838.1,39012480,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-Wait
77,9,46.6238561,0.25657925,400,0.00064755,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,36140,28589.0,6838.1,52041600,52356296.0,0.20249024999999998,0.7883521499999999,0.00062995,B,0.02833695,NB-Wait
78,3,46.6238561,0.66566705,200,0.00113065,66.56423815,66.5666983,0.33433294999999996,41592.9736875,32352.412437500003,1440,18096,6185.0,12688.3,26058240,52356296.0,0.48997274999999996,0.30988885,0.00062995,NB,0.36838035,Block
79,9,46.6238561,0.12021664999999998,400,0.00064755,12.01923095,12.0216919,0.87978335,41592.9736875,32352.412437500003,1440,36140,28589.0,6838.1,52041600,52356296.0,0.08749725,0.85670405,0.00062995,B,0.02833695,No Block
80,3,46.6238561,0.59748575,100,0.00064755,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.4324762499999999,0.30988885,0.00062995,NB,0.31170644999999997,NB-No Block
81,9,46.6238561,0.46112315,1000,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,90324,50993.0,36089.1,130066560,52356296.0,0.31748325,0.5149445500000001,0.00062995,P NB,0.08501085,NB-No Block
82,9,46.6238561,0.73384835,500,0.00113065,73.38236405,73.3848241,0.26615164999999996,41592.9736875,32352.412437500003,1440,45188,13653.0,30238.9,65070720,52356296.0,0.48997274999999996,0.24153694999999997,0.00062995,NB,0.31170644999999997,NB-Wait
83,9,46.6238561,0.59748575,500,0.00113065,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,45188,21121.0,24388.699999999997,65070720,52356296.0,0.4324762499999999,0.37824074999999996,0.00062995,NB,0.19835865,NB-No Block
84,3,46.6238561,0.32476055,900,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,81276,50993.0,24388.699999999997,117037440,52356296.0,0.20249024999999998,0.6516483499999999,0.00062995,B,0.02833695,NB-No Block
85,9,46.6238561,0.46112315,400,0.0016137500000000002,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,36140,21121.0,18538.5,52041600,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.08501085,NB-No Block
86,9,46.6238561,0.52930445,500,0.00113065,52.927986350000005,52.9304467,0.47069554999999996,41592.9736875,32352.412437500003,1440,45188,21121.0,24388.699999999997,65070720,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.14168475,NB-Wait
87,9,46.6238561,0.46112315,500,0.00113065,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,45188,21121.0,18538.5,65070720,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.14168475,NB-No Block
88,3,46.6238561,0.32476055,700,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,63284,43525.0,18538.5,91128960,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,P NB,0.08501085,NB-No Block
89,9,46.6238561,0.39294185,500,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,45188,28589.0,18538.5,65070720,52356296.0,0.25998674999999993,0.5149445500000001,0.00062995,B,0.02833695,NB-No Block
90,3,46.6238561,0.32476055,600,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,54184,36057.0,18538.5,78024960,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-No Block
91,3,46.6238561,0.46112315,900,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,81276,43525.0,36089.1,117037440,52356296.0,0.31748325,0.5149445500000001,0.00062995,P NB,0.08501085,NB-Wait
92,9,46.6238561,0.46112315,500,0.00113065,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,45188,21121.0,18538.5,65070720,52356296.0,0.31748325,0.44659265,0.00062995,P NB,0.08501085,NB-Wait
93,3,46.6238561,0.39294185,400,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,36140,21121.0,12688.3,52041600,52356296.0,0.25998674999999993,0.58329645,0.00062995,P NB,0.08501085,NB-No Block
94,9,46.6238561,0.25657925,500,0.00113065,25.65548275,25.6579435,0.74342075,41592.9736875,32352.412437500003,1440,45188,36057.0,12688.3,65070720,52356296.0,0.20249024999999998,0.72000025,0.00062995,B,0.02833695,NB-No Block
95,3,46.6238561,0.39294185,300,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,27092,13653.0,12688.3,39012480,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-Wait
96,9,46.6238561,0.18839794999999998,500,0.00113065,18.83735685,18.839817699999998,0.81160205,41592.9736875,32352.412437500003,1440,45188,36057.0,12688.3,65070720,540624856.0,0.20249024999999998,0.7883521499999999,0.00062995,B,0.02833695,NB-No Block
97,9,46.6238561,0.12021664999999998,500,0.00113065,12.01923095,12.0216919,0.87978335,41592.9736875,32352.412437500003,1440,45188,36057.0,6838.1,65070720,52356296.0,0.08749725,0.85670405,0.00062995,B,0.02833695,No Block
98,3,46.6238561,0.39294185,200,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,18096,13653.0,6838.1,26058240,52356296.0,0.31748325,0.5149445500000001,0.00062995,P NB,0.08501085,NB-No Block
99,9,46.6238561,0.12021664999999998,500,0.00113065,12.01923095,12.0216919,0.87978335,41592.9736875,32352.412437500003,1440,45188,36057.0,6838.1,65070720,52356296.0,0.14499374999999998,0.7883521499999999,0.00062995,B,0.02833695,No Block
100,3,46.6238561,0.46112315,100,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,9048,6185.0,6838.1,13029120,52356296.0,0.37497974999999995,0.5149445500000001,0.00062995,P NB,0.08501085,NB-No Block
101,9,46.6238561,0.73384835,600,0.00113065,73.38236405,73.3848241,0.26615164999999996,41592.9736875,32352.412437500003,1440,54184,13653.0,36089.1,78024960,52356296.0,0.54746925,0.24153694999999997,0.00062995,NB,0.48172815,Block
102,3,46.6238561,0.32476055,1000,0.00064755,32.47360865,32.4760693,0.67523945,41592.9736875,32352.412437500003,1440,90324,58461.0,30238.9,130066560,52356296.0,0.25998674999999993,0.6516483499999999,0.00062995,B,0.02833695,NB-No Block
103,9,46.6238561,0.59748575,600,0.00064755,59.74611225,59.748572499999995,0.40251424999999996,41592.9736875,32352.412437500003,1440,54184,21121.0,36089.1,78024960,52356296.0,0.4324762499999999,0.30988885,0.00062995,NB,0.31170644999999997,NB-Wait
104,3,46.6238561,0.39294185,900,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,81276,50993.0,30238.9,117037440,52356296.0,0.25998674999999993,0.58329645,0.00062995,B,0.02833695,NB-No Block
105,9,46.6238561,0.52930445,600,0.00064755,52.927986350000005,52.9304467,0.47069554999999996,41592.9736875,32352.412437500003,1440,54184,28589.0,30238.9,78024960,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.08501085,NB-Wait
106,3,46.6238561,0.39294185,800,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,72228,43525.0,30238.9,104008320,52356296.0,0.31748325,0.5149445500000001,0.00062995,P NB,0.08501085,NB-No Block
107,9,46.6238561,0.46112315,600,0.00064755,46.10986045,46.1123209,0.53887685,290985.50831249997,290833.50193749997,1440,54184,28589.0,24388.699999999997,78024960,52356296.0,0.31748325,0.44659265,0.00062995,P NB,0.14168475,NB-Wait
108,3,46.6238561,0.39294185,700,0.00064755,39.29173455,39.294195099999996,0.60705815,41592.9736875,32352.412437500003,1440,63284,36057.0,24388.699999999997,91128960,52356296.0,0.31748325,0.5149445500000001,0.00062995,P NB,0.08501085,NB-No Block
109,9,46.6238561,0.66566705,600,0.00064755,66.56423815,66.5666983,0.33433294999999996,41592.9736875,32352.412437500003,1440,54184,21121.0,36089.1,78024960,52356296.0,0.54746925,0.30988885,0.00062995,NB,0.48172815,Block
110,3,46.6238561,0.46112315,600,0.00064755,46.10986045,46.1123209,0.53887685,41592.9736875,32352.412437500003,1440,54184,28589.0,24388.699999999997,78024960,52356296.0,0.37497974999999995,0.44659265,0.00062995,P NB,0.14168475,NB-No Block
