Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
2017/12/22,11:03:28,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:03:59,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.633,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:04:29,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:05:00,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:05:31,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:06:01,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:06:32,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:07:03,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:07:33,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,40.7,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:08:04,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:08:35,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:09:05,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:09:36,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:10:06,25.156,24.9625,24.7025,25.507,123.75,38.7,70.0,40.7,1.397,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:10:37,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:11:08,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:11:38,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:12:09,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:12:40,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:13:10,25.156,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,1.397,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:13:41,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:14:12,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:14:42,25.3,24.9625,24.7025,25.507,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:15:13,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:15:43,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:16:14,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:16:45,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:17:15,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:17:46,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:18:17,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:18:47,25.3,24.9625,24.7025,25.669,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:19:18,25.3,24.9625,24.7025,25.507,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:19:49,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:20:19,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:20:50,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,1,0,1
2017/12/22,11:21:20,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,391.25,0.5784615384639995,0,0,1
2017/12/22,11:21:51,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,1
2017/12/22,11:22:22,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:22:52,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:23:23,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:23:54,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:24:24,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:24:55,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:25:25,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,1.7790000000000001,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,1
2017/12/22,11:25:56,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,1
2017/12/22,11:26:27,25.3,24.9625,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,1
2017/12/22,11:27:28,25.3,25.387500000000003,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.20999999999999996,0.5845,0.2175,483.75,0.5784615384639995,1,1,1
2017/12/22,11:27:59,25.3,25.8125,24.8775,25.669,123.75,38.7,70.0,48.10000000000001,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,1
2017/12/22,11:28:29,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,193.5,70.0,48.10000000000001,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:29:00,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,219.3,70.0,48.10000000000001,0.633,0.89,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:29:31,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,48.10000000000001,1.7790000000000001,1.23,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:30:01,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,48.10000000000001,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,1,2
2017/12/22,11:30:32,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,1,2
2017/12/22,11:31:02,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,1,2
2017/12/22,11:31:33,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,1,2
2017/12/22,11:32:04,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:32:34,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:33:05,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,2
2017/12/22,11:33:36,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,2.925,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:34:06,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:34:37,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,2.543,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:35:08,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:35:38,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,3.689,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:36:09,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.89,0.5845,0.2175,483.75,0.5784615384639995,1,0,2
2017/12/22,11:36:39,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,0,2
2017/12/22,11:39:13,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:39:43,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,0.5499999999999999,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:40:14,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,483.75,0.5784615384639995,0,1,2
2017/12/22,11:40:45,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,1.397,0.89,0.22149999999999997,0.2175,483.75,0.5784615384639995,1,1,2
2017/12/22,11:41:15,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,2.1061538461559994,0,1,2
2017/12/22,11:41:46,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,2.1061538461559994,1,1,2
2017/12/22,11:42:16,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,1.7790000000000001,0.5499999999999999,0.22149999999999997,0.2175,483.75,2.1061538461559994,1,1,2
2017/12/22,11:42:47,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,1.23,0.22149999999999997,0.2175,483.75,2.1061538461559994,0,0,2
2017/12/22,11:43:18,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,1.397,1.23,0.22149999999999997,0.2175,483.75,2.1061538461559994,1,0,2
2017/12/22,11:43:48,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,2.925,1.23,0.22149999999999997,0.2175,483.75,2.1061538461559994,1,1,2
2017/12/22,11:44:19,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,1.7790000000000001,0.5499999999999999,0.22149999999999997,0.2175,483.75,3.6338461538479994,1,0,2
2017/12/22,11:44:50,25.444000000000003,25.387500000000003,24.8775,25.669,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,483.75,3.6338461538479994,0,0,2
2017/12/22,11:45:20,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,2.25,0.22149999999999997,0.2175,483.75,3.6338461538479994,1,0,2
2017/12/22,11:45:51,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,2.161,0.20999999999999996,0.22149999999999997,0.2175,483.75,3.6338461538479994,0,0,2
2017/12/22,11:46:22,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.22149999999999997,0.2175,483.75,3.6338461538479994,0,1,2
2017/12/22,11:46:52,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,483.75,3.6338461538479994,1,1,2
2017/12/22,11:47:23,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,483.75,3.6338461538479994,1,1,2
2017/12/22,11:47:53,25.444000000000003,25.387500000000003,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,1,2
2017/12/22,11:48:24,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,0,2
2017/12/22,11:48:55,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,0,2
2017/12/22,11:49:25,25.588,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,0,2
2017/12/22,11:49:56,25.588,25.8125,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,0,0,2
2017/12/22,11:50:27,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,0,0,2
2017/12/22,11:50:57,25.444000000000003,25.8125,24.8775,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,0,0,2
2017/12/22,11:51:28,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,1.7790000000000001,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,0,1,2
2017/12/22,11:51:59,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.5499999999999999,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,1,2
2017/12/22,11:52:29,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.89,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,0,2
2017/12/22,11:53:00,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,1,2
2017/12/22,11:53:30,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,0.20999999999999996,0.22149999999999997,0.2175,576.25,3.6338461538479994,1,1,2
2017/12/22,11:54:01,25.588,25.8125,25.052500000000002,25.831,156.75,219.3,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,1,1
2017/12/22,11:54:32,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,0,1
2017/12/22,11:55:02,25.588,25.8125,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,0,2
2017/12/22,11:55:33,25.588,25.8125,25.052500000000002,25.831,156.75,219.3,70.0,55.5,1.397,1.5699999999999998,0.5845,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:56:04,25.588,25.8125,25.052500000000002,25.993,156.75,219.3,70.0,55.5,0.633,0.89,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:56:34,25.588,25.8125,25.052500000000002,25.831,156.75,219.3,70.0,55.5,0.251,0.89,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:57:05,25.588,25.8125,25.052500000000002,25.993,156.75,219.3,70.0,55.5,2.161,0.89,0.22149999999999997,0.5525,576.25,2.1061538461559994,1,1,2
2017/12/22,11:57:36,25.588,25.8125,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,3.2699999999999996,0.5845,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:58:06,25.588,26.237499999999997,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,1.0150000000000001,1.23,0.5845,0.8875000000000002,576.25,2.1061538461559994,1,1,2
2017/12/22,11:58:37,25.588,26.6625,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,1.91,0.9475,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:59:07,25.588,26.6625,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.633,0.89,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,11:59:38,25.588,27.0875,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.5499999999999999,0.5845,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,12:00:09,25.588,27.0875,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.89,0.22149999999999997,0.2175,576.25,2.1061538461559994,1,1,2
2017/12/22,12:00:39,25.588,27.0875,25.052500000000002,25.831,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,0,0,2
2017/12/22,12:01:10,25.588,27.0875,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,0,0,2
2017/12/22,12:01:41,25.588,27.512500000000003,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,0,0,2
2017/12/22,12:02:11,25.588,27.512500000000003,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,0,0,2
2017/12/22,12:02:42,25.588,27.512500000000003,25.052500000000002,25.993,156.75,245.10000000000002,70.0,55.5,0.251,0.20999999999999996,0.22149999999999997,0.2175,576.25,2.1061538461559994,0,0,2
